Barcode,Original Barcode,Series GEO,Sample GEO
Cy80_II_CD45_C02_S890_comb_GSM1850769,Cy80_II_CD45_C02_S890_comb,GSE72056,GSM1850769
Cy80_II_CD45_F01_S925_comb_GSM1850770,Cy80_II_CD45_F01_S925_comb,GSE72056,GSM1850770
Cy74_CD45_D10_S430_comb_GSM1850771,Cy74_CD45_D10_S430_comb,GSE72056,GSM1850771
Cy72_CD45_D11_S719_comb_GSM1850772,Cy72_CD45_D11_S719_comb,GSE72056,GSM1850772
Cy72_CD45_H03_S759_comb_GSM1850773,Cy72_CD45_H03_S759_comb,GSE72056,GSM1850773
Cy80_II_CD45_G10_S946_comb_GSM1850774,Cy80_II_CD45_G10_S946_comb,GSE72056,GSM1850774
Cy81_FNA_CD45_H02_S278_comb_GSM1850775,Cy81_FNA_CD45_H02_S278_comb,GSE72056,GSM1850775
Cy80_II_CD45_F08_S932_comb_GSM1850776,Cy80_II_CD45_F08_S932_comb,GSE72056,GSM1850776
Cy80_II_CD45_E01_S913_comb_GSM1850777,Cy80_II_CD45_E01_S913_comb,GSE72056,GSM1850777
Cy81_FNA_CD45_B02_S302_comb_GSM1850778,Cy81_FNA_CD45_B02_S302_comb,GSE72056,GSM1850778
Cy72_CD45_F04_S736_comb_GSM1850779,Cy72_CD45_F04_S736_comb,GSE72056,GSM1850779
CY58_1_CD45_H11_S1055_comb_GSM1850780,CY58_1_CD45_H11_S1055_comb,GSE72056,GSM1850780
Cy71_CD45_D05_S521_comb_GSM1850781,Cy71_CD45_D05_S521_comb,GSE72056,GSM1850781
CY58_1_CD45_A03_S963_comb_GSM1850782,CY58_1_CD45_A03_S963_comb,GSE72056,GSM1850782
Cy74_CD45_E07_S439_comb_GSM1850783,Cy74_CD45_E07_S439_comb,GSE72056,GSM1850783
Cy72_CD45_C02_S698_comb_GSM1850784,Cy72_CD45_C02_S698_comb,GSE72056,GSM1850784
Cy81_FNA_CD45_F07_S355_comb_GSM1850785,Cy81_FNA_CD45_F07_S355_comb,GSE72056,GSM1850785
Cy80_II_CD45_H11_S959_comb_GSM1850786,Cy80_II_CD45_H11_S959_comb,GSE72056,GSM1850786
Cy81_FNA_CD45_E04_S340_comb_GSM1850787,Cy81_FNA_CD45_E04_S340_comb,GSE72056,GSM1850787
Cy81_FNA_CD45_F03_S255_comb_GSM1850788,Cy81_FNA_CD45_F03_S255_comb,GSE72056,GSM1850788
CY58_1_CD45_C02_S986_comb_GSM1850789,CY58_1_CD45_C02_S986_comb,GSE72056,GSM1850789
Cy74_CD45_F04_S448_comb_GSM1850790,Cy74_CD45_F04_S448_comb,GSE72056,GSM1850790
Cy74_CD45_G10_S466_comb_GSM1850791,Cy74_CD45_G10_S466_comb,GSE72056,GSM1850791
Cy81_FNA_CD45_H09_S381_comb_GSM1850792,Cy81_FNA_CD45_H09_S381_comb,GSE72056,GSM1850792
Cy81_FNA_CD45_C03_S219_comb_GSM1850793,Cy81_FNA_CD45_C03_S219_comb,GSE72056,GSM1850793
Cy71_CD45_F02_S542_comb_GSM1850794,Cy71_CD45_F02_S542_comb,GSE72056,GSM1850794
Cy80_II_CD45_A01_S865_comb_GSM1850795,Cy80_II_CD45_A01_S865_comb,GSE72056,GSM1850795
Cy72_CD45_F03_S735_comb_GSM1850796,Cy72_CD45_F03_S735_comb,GSE72056,GSM1850796
CY58_1_CD45_C05_S989_comb_GSM1850797,CY58_1_CD45_C05_S989_comb,GSE72056,GSM1850797
Cy81_Bulk_CD45_F12_S168_comb_GSM1850798,Cy81_Bulk_CD45_F12_S168_comb,GSE72056,GSM1850798
Cy72_CD45_G11_S755_comb_GSM1850799,Cy72_CD45_G11_S755_comb,GSE72056,GSM1850799
CY58_1_CD45_B11_S983_comb_GSM1850800,CY58_1_CD45_B11_S983_comb,GSE72056,GSM1850800
Cy81_FNA_CD45_E05_S245_comb_GSM1850801,Cy81_FNA_CD45_E05_S245_comb,GSE72056,GSM1850801
Cy72_CD45_G06_S750_comb_GSM1850802,Cy72_CD45_G06_S750_comb,GSE72056,GSM1850802
Cy71_CD45_E06_S534_comb_GSM1850803,Cy71_CD45_E06_S534_comb,GSE72056,GSM1850803
Cy71_CD45_F04_S544_comb_GSM1850804,Cy71_CD45_F04_S544_comb,GSE72056,GSM1850804
CY58_1_CD45_D07_S1003_comb_GSM1850805,CY58_1_CD45_D07_S1003_comb,GSE72056,GSM1850805
Cy71_CD45_E07_S535_comb_GSM1850806,Cy71_CD45_E07_S535_comb,GSE72056,GSM1850806
CY58_1_CD45_F06_S1026_comb_GSM1850807,CY58_1_CD45_F06_S1026_comb,GSE72056,GSM1850807
Cy71_CD45_C12_S516_comb_GSM1850808,Cy71_CD45_C12_S516_comb,GSE72056,GSM1850808
Cy81_FNA_CD45_B06_S210_comb_GSM1850809,Cy81_FNA_CD45_B06_S210_comb,GSE72056,GSM1850809
CY58_1_CD45_B10_S982_comb_GSM1850810,CY58_1_CD45_B10_S982_comb,GSE72056,GSM1850810
Cy81_FNA_CD45_A10_S202_comb_GSM1850811,Cy81_FNA_CD45_A10_S202_comb,GSE72056,GSM1850811
Cy72_CD45_A10_S682_comb_GSM1850812,Cy72_CD45_A10_S682_comb,GSE72056,GSM1850812
Cy72_CD45_A12_S684_comb_GSM1850813,Cy72_CD45_A12_S684_comb,GSE72056,GSM1850813
Cy71_CD45_A06_S486_comb_GSM1850814,Cy71_CD45_A06_S486_comb,GSE72056,GSM1850814
CY58_1_CD45_G02_S1034_comb_GSM1850815,CY58_1_CD45_G02_S1034_comb,GSE72056,GSM1850815
CY58_1_CD45_A05_S965_comb_GSM1850816,CY58_1_CD45_A05_S965_comb,GSE72056,GSM1850816
Cy80_II_CD45_E11_S923_comb_GSM1850817,Cy80_II_CD45_E11_S923_comb,GSE72056,GSM1850817
CY58_1_CD45_G03_S1035_comb_GSM1850818,CY58_1_CD45_G03_S1035_comb,GSE72056,GSM1850818
Cy72_CD45_D10_S718_comb_GSM1850819,Cy72_CD45_D10_S718_comb,GSE72056,GSM1850819
Cy81_FNA_CD45_C01_S217_comb_GSM1850820,Cy81_FNA_CD45_C01_S217_comb,GSE72056,GSM1850820
Cy81_FNA_CD45_D01_S229_comb_GSM1850821,Cy81_FNA_CD45_D01_S229_comb,GSE72056,GSM1850821
Cy71_CD45_C09_S513_comb_GSM1850822,Cy71_CD45_C09_S513_comb,GSE72056,GSM1850822
Cy71_CD45_E05_S533_comb_GSM1850823,Cy71_CD45_E05_S533_comb,GSE72056,GSM1850823
Cy72_CD45_E01_S721_comb_GSM1850824,Cy72_CD45_E01_S721_comb,GSE72056,GSM1850824
Cy81_Bulk_CD45_A08_S104_comb_GSM1850825,Cy81_Bulk_CD45_A08_S104_comb,GSE72056,GSM1850825
Cy74_CD45_A06_S390_comb_GSM1850826,Cy74_CD45_A06_S390_comb,GSE72056,GSM1850826
Cy81_FNA_CD45_F07_S259_comb_GSM1850827,Cy81_FNA_CD45_F07_S259_comb,GSE72056,GSM1850827
Cy72_CD45_B12_S696_comb_GSM1850828,Cy72_CD45_B12_S696_comb,GSE72056,GSM1850828
Cy71_CD45_H12_S672_comb_GSM1850829,Cy71_CD45_H12_S672_comb,GSE72056,GSM1850829
Cy71_CD45_H12_S576_comb_GSM1850830,Cy71_CD45_H12_S576_comb,GSE72056,GSM1850830
Cy81_Bulk_CD45_E07_S151_comb_GSM1850831,Cy81_Bulk_CD45_E07_S151_comb,GSE72056,GSM1850831
Cy81_Bulk_CD45_F07_S163_comb_GSM1850832,Cy81_Bulk_CD45_F07_S163_comb,GSE72056,GSM1850832
Cy72_CD45_D06_S714_comb_GSM1850833,Cy72_CD45_D06_S714_comb,GSE72056,GSM1850833
Cy80_II_CD45_E08_S920_comb_GSM1850834,Cy80_II_CD45_E08_S920_comb,GSE72056,GSM1850834
CY58_1_CD45_G12_S1044_comb_GSM1850835,CY58_1_CD45_G12_S1044_comb,GSE72056,GSM1850835
CY58_1_CD45_A08_S968_comb_GSM1850836,CY58_1_CD45_A08_S968_comb,GSE72056,GSM1850836
Cy72_CD45_H08_S764_comb_GSM1850837,Cy72_CD45_H08_S764_comb,GSE72056,GSM1850837
Cy74_CD45_C07_S415_comb_GSM1850838,Cy74_CD45_C07_S415_comb,GSE72056,GSM1850838
Cy81_FNA_CD45_H05_S377_comb_GSM1850839,Cy81_FNA_CD45_H05_S377_comb,GSE72056,GSM1850839
Cy72_CD45_G08_S752_comb_GSM1850840,Cy72_CD45_G08_S752_comb,GSE72056,GSM1850840
Cy81_FNA_CD45_D12_S336_comb_GSM1850841,Cy81_FNA_CD45_D12_S336_comb,GSE72056,GSM1850841
CY58_1_CD45_C07_S991_comb_GSM1850842,CY58_1_CD45_C07_S991_comb,GSE72056,GSM1850842
Cy81_Bulk_CD45_C07_S127_comb_GSM1850843,Cy81_Bulk_CD45_C07_S127_comb,GSE72056,GSM1850843
CY58_1_CD45_G01_S1033_comb_GSM1850844,CY58_1_CD45_G01_S1033_comb,GSE72056,GSM1850844
Cy72_CD45_D02_S710_comb_GSM1850845,Cy72_CD45_D02_S710_comb,GSE72056,GSM1850845
Cy81_FNA_CD45_G06_S270_comb_GSM1850846,Cy81_FNA_CD45_G06_S270_comb,GSE72056,GSM1850846
Cy81_FNA_CD45_A11_S203_comb_GSM1850847,Cy81_FNA_CD45_A11_S203_comb,GSE72056,GSM1850847
Cy71_CD45_H09_S573_comb_GSM1850848,Cy71_CD45_H09_S573_comb,GSE72056,GSM1850848
Cy72_CD45_G10_S754_comb_GSM1850849,Cy72_CD45_G10_S754_comb,GSE72056,GSM1850849
Cy74_CD45_G09_S465_comb_GSM1850850,Cy74_CD45_G09_S465_comb,GSE72056,GSM1850850
Cy74_CD45_F11_S455_comb_GSM1850851,Cy74_CD45_F11_S455_comb,GSE72056,GSM1850851
Cy71_CD45_A07_S487_comb_GSM1850852,Cy71_CD45_A07_S487_comb,GSE72056,GSM1850852
Cy71_CD45_G11_S563_comb_GSM1850853,Cy71_CD45_G11_S563_comb,GSE72056,GSM1850853
CY58_1_CD45_H10_S1054_comb_GSM1850854,CY58_1_CD45_H10_S1054_comb,GSE72056,GSM1850854
CY58_1_CD45_A11_S971_comb_GSM1850855,CY58_1_CD45_A11_S971_comb,GSE72056,GSM1850855
Cy81_Bulk_CD45_F08_S164_comb_GSM1850856,Cy81_Bulk_CD45_F08_S164_comb,GSE72056,GSM1850856
Cy80_II_CD45_C03_S891_comb_GSM1850857,Cy80_II_CD45_C03_S891_comb,GSE72056,GSM1850857
Cy72_CD45_E03_S723_comb_GSM1850858,Cy72_CD45_E03_S723_comb,GSE72056,GSM1850858
Cy72_CD45_B11_S695_comb_GSM1850859,Cy72_CD45_B11_S695_comb,GSE72056,GSM1850859
Cy74_CD45_D09_S429_comb_GSM1850860,Cy74_CD45_D09_S429_comb,GSE72056,GSM1850860
Cy72_CD45_H09_S765_comb_GSM1850861,Cy72_CD45_H09_S765_comb,GSE72056,GSM1850861
Cy81_Bulk_CD45_F05_S161_comb_GSM1850862,Cy81_Bulk_CD45_F05_S161_comb,GSE72056,GSM1850862
Cy72_CD45_G07_S751_comb_GSM1850863,Cy72_CD45_G07_S751_comb,GSE72056,GSM1850863
Cy72_CD45_G05_S749_comb_GSM1850864,Cy72_CD45_G05_S749_comb,GSE72056,GSM1850864
Cy72_CD45_E09_S729_comb_GSM1850865,Cy72_CD45_E09_S729_comb,GSE72056,GSM1850865
Cy71_CD45_D03_S519_comb_GSM1850866,Cy71_CD45_D03_S519_comb,GSE72056,GSM1850866
Cy81_FNA_CD45_F05_S257_comb_GSM1850867,Cy81_FNA_CD45_F05_S257_comb,GSE72056,GSM1850867
Cy72_CD45_B03_S687_comb_GSM1850868,Cy72_CD45_B03_S687_comb,GSE72056,GSM1850868
Cy72_CD45_C11_S707_comb_GSM1850869,Cy72_CD45_C11_S707_comb,GSE72056,GSM1850869
Cy81_Bulk_CD45_E09_S153_comb_GSM1850870,Cy81_Bulk_CD45_E09_S153_comb,GSE72056,GSM1850870
Cy81_FNA_CD45_F12_S264_comb_GSM1850871,Cy81_FNA_CD45_F12_S264_comb,GSE72056,GSM1850871
Cy81_Bulk_CD45_D08_S140_comb_GSM1850872,Cy81_Bulk_CD45_D08_S140_comb,GSE72056,GSM1850872
Cy80_II_CD45_A04_S868_comb_GSM1850873,Cy80_II_CD45_A04_S868_comb,GSE72056,GSM1850873
CY58_1_CD45_G06_S1038_comb_GSM1850874,CY58_1_CD45_G06_S1038_comb,GSE72056,GSM1850874
Cy81_FNA_CD45_B04_S304_comb_GSM1850875,Cy81_FNA_CD45_B04_S304_comb,GSE72056,GSM1850875
Cy80_II_CD45_H12_S960_comb_GSM1850876,Cy80_II_CD45_H12_S960_comb,GSE72056,GSM1850876
Cy81_FNA_CD45_H01_S373_comb_GSM1850877,Cy81_FNA_CD45_H01_S373_comb,GSE72056,GSM1850877
Cy72_CD45_F01_S733_comb_GSM1850878,Cy72_CD45_F01_S733_comb,GSE72056,GSM1850878
CY58_1_CD45_G07_S1039_comb_GSM1850879,CY58_1_CD45_G07_S1039_comb,GSE72056,GSM1850879
Cy71_CD45_C07_S511_comb_GSM1850880,Cy71_CD45_C07_S511_comb,GSE72056,GSM1850880
Cy81_Bulk_CD45_A12_S108_comb_GSM1850881,Cy81_Bulk_CD45_A12_S108_comb,GSE72056,GSM1850881
Cy80_II_CD45_A06_S870_comb_GSM1850882,Cy80_II_CD45_A06_S870_comb,GSE72056,GSM1850882
Cy74_CD45_B02_S398_comb_GSM1850883,Cy74_CD45_B02_S398_comb,GSE72056,GSM1850883
Cy71_CD45_H03_S567_comb_GSM1850884,Cy71_CD45_H03_S567_comb,GSE72056,GSM1850884
CY58_1_CD45_A02_S962_comb_GSM1850885,CY58_1_CD45_A02_S962_comb,GSE72056,GSM1850885
Cy71_CD45_F12_S552_comb_GSM1850886,Cy71_CD45_F12_S552_comb,GSE72056,GSM1850886
Cy81_Bulk_CD45_E06_S150_comb_GSM1850887,Cy81_Bulk_CD45_E06_S150_comb,GSE72056,GSM1850887
Cy81_Bulk_CD45_A02_S98_comb_GSM1850888,Cy81_Bulk_CD45_A02_S98_comb,GSE72056,GSM1850888
Cy74_CD45_A11_S395_comb_GSM1850889,Cy74_CD45_A11_S395_comb,GSE72056,GSM1850889
Cy81_FNA_CD45_D06_S234_comb_GSM1850890,Cy81_FNA_CD45_D06_S234_comb,GSE72056,GSM1850890
Cy71_CD45_C10_S514_comb_GSM1850891,Cy71_CD45_C10_S514_comb,GSE72056,GSM1850891
Cy81_Bulk_CD45_D06_S138_comb_GSM1850892,Cy81_Bulk_CD45_D06_S138_comb,GSE72056,GSM1850892
CY58_1_CD45_C12_S996_comb_GSM1850893,CY58_1_CD45_C12_S996_comb,GSE72056,GSM1850893
Cy71_CD45_D10_S526_comb_GSM1850894,Cy71_CD45_D10_S526_comb,GSE72056,GSM1850894
Cy71_CD45_C02_S506_comb_GSM1850895,Cy71_CD45_C02_S506_comb,GSE72056,GSM1850895
Cy72_CD45_H01_S757_comb_GSM1850896,Cy72_CD45_H01_S757_comb,GSE72056,GSM1850896
Cy72_CD45_A09_S681_comb_GSM1850897,Cy72_CD45_A09_S681_comb,GSE72056,GSM1850897
Cy71_CD45_F08_S548_comb_GSM1850898,Cy71_CD45_F08_S548_comb,GSE72056,GSM1850898
Cy71_CD45_C04_S508_comb_GSM1850899,Cy71_CD45_C04_S508_comb,GSE72056,GSM1850899
Cy81_FNA_CD45_D11_S335_comb_GSM1850900,Cy81_FNA_CD45_D11_S335_comb,GSE72056,GSM1850900
Cy71_CD45_F09_S549_comb_GSM1850901,Cy71_CD45_F09_S549_comb,GSE72056,GSM1850901
Cy74_CD45_H09_S477_comb_GSM1850902,Cy74_CD45_H09_S477_comb,GSE72056,GSM1850902
Cy71_CD45_H04_S568_comb_GSM1850903,Cy71_CD45_H04_S568_comb,GSE72056,GSM1850903
Cy81_FNA_CD45_C10_S322_comb_GSM1850904,Cy81_FNA_CD45_C10_S322_comb,GSE72056,GSM1850904
CY58_1_CD45_C10_S994_comb_GSM1850905,CY58_1_CD45_C10_S994_comb,GSE72056,GSM1850905
CY58_1_CD45_G04_S1036_comb_GSM1850906,CY58_1_CD45_G04_S1036_comb,GSE72056,GSM1850906
Cy71_CD45_D01_S517_comb_GSM1850907,Cy71_CD45_D01_S517_comb,GSE72056,GSM1850907
Cy81_FNA_CD45_H10_S286_comb_GSM1850908,Cy81_FNA_CD45_H10_S286_comb,GSE72056,GSM1850908
Cy71_CD45_E01_S529_comb_GSM1850909,Cy71_CD45_E01_S529_comb,GSE72056,GSM1850909
Cy71_CD45_A09_S489_comb_GSM1850910,Cy71_CD45_A09_S489_comb,GSE72056,GSM1850910
Cy71_CD45_C06_S510_comb_GSM1850911,Cy71_CD45_C06_S510_comb,GSE72056,GSM1850911
Cy71_CD45_B09_S501_comb_GSM1850912,Cy71_CD45_B09_S501_comb,GSE72056,GSM1850912
Cy81_FNA_CD45_D04_S232_comb_GSM1850913,Cy81_FNA_CD45_D04_S232_comb,GSE72056,GSM1850913
Cy81_FNA_CD45_G12_S276_comb_GSM1850914,Cy81_FNA_CD45_G12_S276_comb,GSE72056,GSM1850914
Cy71_CD45_H03_S663_comb_GSM1850915,Cy71_CD45_H03_S663_comb,GSE72056,GSM1850915
Cy74_CD45_H11_S479_comb_GSM1850916,Cy74_CD45_H11_S479_comb,GSE72056,GSM1850916
Cy74_CD45_D02_S422_comb_GSM1850917,Cy74_CD45_D02_S422_comb,GSE72056,GSM1850917
Cy81_FNA_CD45_A04_S196_comb_GSM1850918,Cy81_FNA_CD45_A04_S196_comb,GSE72056,GSM1850918
Cy81_Bulk_CD45_G06_S174_comb_GSM1850919,Cy81_Bulk_CD45_G06_S174_comb,GSE72056,GSM1850919
Cy71_CD45_H11_S575_comb_GSM1850920,Cy71_CD45_H11_S575_comb,GSE72056,GSM1850920
Cy81_FNA_CD45_B05_S209_comb_GSM1850921,Cy81_FNA_CD45_B05_S209_comb,GSE72056,GSM1850921
Cy71_CD45_D06_S522_comb_GSM1850922,Cy71_CD45_D06_S522_comb,GSE72056,GSM1850922
Cy74_CD45_H10_S478_comb_GSM1850923,Cy74_CD45_H10_S478_comb,GSE72056,GSM1850923
Cy80_II_CD45_C08_S896_comb_GSM1850924,Cy80_II_CD45_C08_S896_comb,GSE72056,GSM1850924
Cy72_CD45_G02_S746_comb_GSM1850925,Cy72_CD45_G02_S746_comb,GSE72056,GSM1850925
Cy71_CD45_H01_S565_comb_GSM1850926,Cy71_CD45_H01_S565_comb,GSE72056,GSM1850926
CY58_1_CD45_H01_S1045_comb_GSM1850927,CY58_1_CD45_H01_S1045_comb,GSE72056,GSM1850927
Cy81_FNA_CD45_E01_S337_comb_GSM1850928,Cy81_FNA_CD45_E01_S337_comb,GSE72056,GSM1850928
Cy71_CD45_B10_S502_comb_GSM1850929,Cy71_CD45_B10_S502_comb,GSE72056,GSM1850929
Cy81_Bulk_CD45_D12_S144_comb_GSM1850930,Cy81_Bulk_CD45_D12_S144_comb,GSE72056,GSM1850930
Cy71_CD45_F05_S545_comb_GSM1850931,Cy71_CD45_F05_S545_comb,GSE72056,GSM1850931
CY58_1_CD45_B12_S984_comb_GSM1850932,CY58_1_CD45_B12_S984_comb,GSE72056,GSM1850932
Cy74_CD45_C01_S409_comb_GSM1850933,Cy74_CD45_C01_S409_comb,GSE72056,GSM1850933
CY58_1_CD45_B03_S975_comb_GSM1850934,CY58_1_CD45_B03_S975_comb,GSE72056,GSM1850934
Cy81_Bulk_CD45_G03_S171_comb_GSM1850935,Cy81_Bulk_CD45_G03_S171_comb,GSE72056,GSM1850935
Cy72_CD45_D08_S716_comb_GSM1850936,Cy72_CD45_D08_S716_comb,GSE72056,GSM1850936
Cy72_CD45_A04_S676_comb_GSM1850937,Cy72_CD45_A04_S676_comb,GSE72056,GSM1850937
Cy74_CD45_D06_S426_comb_GSM1850938,Cy74_CD45_D06_S426_comb,GSE72056,GSM1850938
Cy72_CD45_C05_S701_comb_GSM1850939,Cy72_CD45_C05_S701_comb,GSE72056,GSM1850939
Cy81_Bulk_CD45_D11_S143_comb_GSM1850940,Cy81_Bulk_CD45_D11_S143_comb,GSE72056,GSM1850940
Cy74_CD45_C04_S412_comb_GSM1850941,Cy74_CD45_C04_S412_comb,GSE72056,GSM1850941
Cy80_II_CD45_A08_S872_comb_GSM1850942,Cy80_II_CD45_A08_S872_comb,GSE72056,GSM1850942
Cy80_II_CD45_G03_S939_comb_GSM1850943,Cy80_II_CD45_G03_S939_comb,GSE72056,GSM1850943
Cy74_CD45_G06_S462_comb_GSM1850944,Cy74_CD45_G06_S462_comb,GSE72056,GSM1850944
CY58_1_CD45_B04_S976_comb_GSM1850945,CY58_1_CD45_B04_S976_comb,GSE72056,GSM1850945
CY58_1_CD45_F07_S1027_comb_GSM1850946,CY58_1_CD45_F07_S1027_comb,GSE72056,GSM1850946
Cy74_CD45_E09_S441_comb_GSM1850947,Cy74_CD45_E09_S441_comb,GSE72056,GSM1850947
Cy71_CD45_G01_S553_comb_GSM1850948,Cy71_CD45_G01_S553_comb,GSE72056,GSM1850948
Cy71_CD45_C03_S507_comb_GSM1850949,Cy71_CD45_C03_S507_comb,GSE72056,GSM1850949
Cy71_CD45_H08_S572_comb_GSM1850950,Cy71_CD45_H08_S572_comb,GSE72056,GSM1850950
Cy72_CD45_F08_S740_comb_GSM1850951,Cy72_CD45_F08_S740_comb,GSE72056,GSM1850951
Cy81_FNA_CD45_B12_S312_comb_GSM1850952,Cy81_FNA_CD45_B12_S312_comb,GSE72056,GSM1850952
Cy74_CD45_H07_S475_comb_GSM1850953,Cy74_CD45_H07_S475_comb,GSE72056,GSM1850953
Cy81_FNA_CD45_H04_S376_comb_GSM1850954,Cy81_FNA_CD45_H04_S376_comb,GSE72056,GSM1850954
Cy81_FNA_CD45_C04_S220_comb_GSM1850955,Cy81_FNA_CD45_C04_S220_comb,GSE72056,GSM1850955
Cy72_CD45_D05_S713_comb_GSM1850956,Cy72_CD45_D05_S713_comb,GSE72056,GSM1850956
Cy81_Bulk_CD45_D04_S136_comb_GSM1850957,Cy81_Bulk_CD45_D04_S136_comb,GSE72056,GSM1850957
Cy81_FNA_CD45_H08_S380_comb_GSM1850958,Cy81_FNA_CD45_H08_S380_comb,GSE72056,GSM1850958
Cy71_CD45_B11_S503_comb_GSM1850959,Cy71_CD45_B11_S503_comb,GSE72056,GSM1850959
Cy71_CD45_H02_S566_comb_GSM1850960,Cy71_CD45_H02_S566_comb,GSE72056,GSM1850960
Cy74_CD45_F06_S450_comb_GSM1850961,Cy74_CD45_F06_S450_comb,GSE72056,GSM1850961
Cy71_CD45_G07_S559_comb_GSM1850962,Cy71_CD45_G07_S559_comb,GSE72056,GSM1850962
Cy71_CD45_D02_S518_comb_GSM1850963,Cy71_CD45_D02_S518_comb,GSE72056,GSM1850963
Cy80_II_CD45_C01_S889_comb_GSM1850964,Cy80_II_CD45_C01_S889_comb,GSE72056,GSM1850964
Cy71_CD45_G03_S555_comb_GSM1850965,Cy71_CD45_G03_S555_comb,GSE72056,GSM1850965
Cy72_CD45_F06_S738_comb_GSM1850966,Cy72_CD45_F06_S738_comb,GSE72056,GSM1850966
Cy80_II_CD45_E12_S924_comb_GSM1850967,Cy80_II_CD45_E12_S924_comb,GSE72056,GSM1850967
Cy74_CD45_E10_S442_comb_GSM1850968,Cy74_CD45_E10_S442_comb,GSE72056,GSM1850968
Cy80_II_CD45_B08_S884_comb_GSM1850969,Cy80_II_CD45_B08_S884_comb,GSE72056,GSM1850969
Cy80_II_CD45_E06_S918_comb_GSM1850970,Cy80_II_CD45_E06_S918_comb,GSE72056,GSM1850970
Cy81_Bulk_CD45_C12_S132_comb_GSM1850971,Cy81_Bulk_CD45_C12_S132_comb,GSE72056,GSM1850971
Cy71_CD45_E08_S536_comb_GSM1850972,Cy71_CD45_E08_S536_comb,GSE72056,GSM1850972
Cy74_CD45_C09_S417_comb_GSM1850973,Cy74_CD45_C09_S417_comb,GSE72056,GSM1850973
Cy72_CD45_H04_S760_comb_GSM1850974,Cy72_CD45_H04_S760_comb,GSE72056,GSM1850974
Cy81_FNA_CD45_D05_S233_comb_GSM1850975,Cy81_FNA_CD45_D05_S233_comb,GSE72056,GSM1850975
Cy74_CD45_C08_S416_comb_GSM1850976,Cy74_CD45_C08_S416_comb,GSE72056,GSM1850976
Cy71_CD45_B06_S498_comb_GSM1850977,Cy71_CD45_B06_S498_comb,GSE72056,GSM1850977
Cy72_CD45_E12_S732_comb_GSM1850978,Cy72_CD45_E12_S732_comb,GSE72056,GSM1850978
CY58_1_CD45_C08_S992_comb_GSM1850979,CY58_1_CD45_C08_S992_comb,GSE72056,GSM1850979
Cy74_CD45_E01_S433_comb_GSM1850980,Cy74_CD45_E01_S433_comb,GSE72056,GSM1850980
Cy72_CD45_E05_S725_comb_GSM1850981,Cy72_CD45_E05_S725_comb,GSE72056,GSM1850981
Cy80_II_CD45_A02_S866_comb_GSM1850982,Cy80_II_CD45_A02_S866_comb,GSE72056,GSM1850982
Cy80_II_CD45_D07_S907_comb_GSM1850983,Cy80_II_CD45_D07_S907_comb,GSE72056,GSM1850983
CY58_1_CD45_D01_S997_comb_GSM1850984,CY58_1_CD45_D01_S997_comb,GSE72056,GSM1850984
Cy74_CD45_B10_S406_comb_GSM1850985,Cy74_CD45_B10_S406_comb,GSE72056,GSM1850985
Cy72_CD45_A08_S680_comb_GSM1850986,Cy72_CD45_A08_S680_comb,GSE72056,GSM1850986
Cy72_CD45_F11_S743_comb_GSM1850987,Cy72_CD45_F11_S743_comb,GSE72056,GSM1850987
Cy72_CD45_C09_S705_comb_GSM1850988,Cy72_CD45_C09_S705_comb,GSE72056,GSM1850988
Cy80_II_CD45_H03_S951_comb_GSM1850989,Cy80_II_CD45_H03_S951_comb,GSE72056,GSM1850989
Cy72_CD45_H05_S761_comb_GSM1850990,Cy72_CD45_H05_S761_comb,GSE72056,GSM1850990
CY58_1_CD45_B07_S979_comb_GSM1850991,CY58_1_CD45_B07_S979_comb,GSE72056,GSM1850991
Cy72_CD45_G04_S748_comb_GSM1850992,Cy72_CD45_G04_S748_comb,GSE72056,GSM1850992
Cy81_FNA_CD45_F10_S358_comb_GSM1850993,Cy81_FNA_CD45_F10_S358_comb,GSE72056,GSM1850993
Cy81_Bulk_CD45_C08_S128_comb_GSM1850994,Cy81_Bulk_CD45_C08_S128_comb,GSE72056,GSM1850994
Cy71_CD45_E04_S532_comb_GSM1850995,Cy71_CD45_E04_S532_comb,GSE72056,GSM1850995
Cy80_II_CD45_F10_S934_comb_GSM1850996,Cy80_II_CD45_F10_S934_comb,GSE72056,GSM1850996
Cy81_Bulk_CD45_G02_S170_comb_GSM1850997,Cy81_Bulk_CD45_G02_S170_comb,GSE72056,GSM1850997
Cy80_II_CD45_D12_S912_comb_GSM1850998,Cy80_II_CD45_D12_S912_comb,GSE72056,GSM1850998
Cy72_CD45_F09_S741_comb_GSM1850999,Cy72_CD45_F09_S741_comb,GSE72056,GSM1850999
Cy72_CD45_C08_S704_comb_GSM1851000,Cy72_CD45_C08_S704_comb,GSE72056,GSM1851000
Cy71_CD45_A03_S483_comb_GSM1851001,Cy71_CD45_A03_S483_comb,GSE72056,GSM1851001
Cy71_CD45_G04_S556_comb_GSM1851002,Cy71_CD45_G04_S556_comb,GSE72056,GSM1851002
Cy81_FNA_CD45_C02_S314_comb_GSM1851003,Cy81_FNA_CD45_C02_S314_comb,GSE72056,GSM1851003
Cy81_FNA_CD45_G05_S269_comb_GSM1851004,Cy81_FNA_CD45_G05_S269_comb,GSE72056,GSM1851004
